TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type,Latest Update Date
ATP-CAO-1001-1.1,Air Transport,Cargo Operations,Air Cargo Operations Management,Manage and implement processes and activities to build and develop air cargo operations,tsc,2024-12-16
ATP-CAO-4001-1.1,Air Transport,Cargo Operations,Air Cargo Operations Management,Manage and implement processes and activities to build and develop air cargo operations,tsc,2024-12-16
ATP-CAO-2001-1.1,Air Transport,Cargo Operations,Air Cargo Operations Management,Manage and implement processes and activities to build and develop air cargo operations,tsc,2024-12-16
ATP-CAO-5001-1.1,Air Transport,Cargo Operations,Air Cargo Operations Management,Manage and implement processes and activities to build and develop air cargo operations,tsc,2024-12-16
ATP-CAO-4002-1.1,Air Transport,Cargo Operations,Cargo Load Planning,Develop cargo load plans to ensure safe and efficient loading and unloading of cargo,tsc,2024-12-16
ATP-CAO-3002-1.1,Air Transport,Cargo Operations,Cargo Load Planning,Develop cargo load plans to ensure safe and efficient loading and unloading of cargo,tsc,2024-12-16
ATP-CAO-2002-1.1,Air Transport,Cargo Operations,Cargo Load Planning,Develop cargo load plans to ensure safe and efficient loading and unloading of cargo,tsc,2024-12-16
ATP-CAO-2003-1.1,Air Transport,Cargo Operations,Cargo Receipt and Inspection,Process the receipt of cargo in accordance with established guidelines and Standard Operating Procedures (SOPs),tsc,2024-12-16
ATP-CAO-4003-1.1,Air Transport,Cargo Operations,Cargo Receipt and Inspection,Process the receipt of cargo in accordance with established guidelines and Standard Operating Procedures (SOPs),tsc,2024-12-16
ATP-CAO-3003-1.1,Air Transport,Cargo Operations,Cargo Receipt and Inspection,Process the receipt of cargo in accordance with established guidelines and Standard Operating Procedures (SOPs),tsc,2024-12-16
ATP-CAO-1003-1.1,Air Transport,Cargo Operations,Cargo Receipt and Inspection,Process the receipt of cargo in accordance with established guidelines and Standard Operating Procedures (SOPs),tsc,2024-12-16
ATP-CAO-3004-1.1,Air Transport,Cargo Operations,Cargo Tracking Systems Administration,Administer and enhance cargo tracking systems to monitor cargo movements during flights and transhipments,tsc,2024-12-16
ATP-CAO-2004-1.1,Air Transport,Cargo Operations,Cargo Tracking Systems Administration,Administer and enhance cargo tracking systems to monitor cargo movements during flights and transhipments,tsc,2024-12-16
ATP-CAO-4004-1.1,Air Transport,Cargo Operations,Cargo Tracking Systems Administration,Administer and enhance cargo tracking systems to monitor cargo movements during flights and transhipments,tsc,2024-12-16
ATP-CAO-4005-1.1,Air Transport,Cargo Operations,Cargo Transit and Transhipment Management,Administer documentation and storage of transit and transhipment cargo before shipments to final destinations,tsc,2024-12-16
ATP-CAO-2005-1.1,Air Transport,Cargo Operations,Cargo Transit and Transhipment Management,Administer documentation and storage of transit and transhipment cargo before shipments to final destinations,tsc,2024-12-16
ATP-CAO-3005-1.1,Air Transport,Cargo Operations,Cargo Transit and Transhipment Management,Administer documentation and storage of transit and transhipment cargo before shipments to final destinations,tsc,2024-12-16
ATP-CAO-2006-1.1,Air Transport,Cargo Operations,Cargo Warehousing Operations,Plan and coordinate warehousing activities to ensure efficient and safe transportation of cargo to and from aircraft,tsc,2024-12-16
ATP-CAO-3006-1.1,Air Transport,Cargo Operations,Cargo Warehousing Operations,Plan and coordinate warehousing activities to ensure efficient and safe transportation of cargo to and from aircraft,tsc,2024-12-16
ATP-CAO-4006-1.1,Air Transport,Cargo Operations,Cargo Warehousing Operations,Plan and coordinate warehousing activities to ensure efficient and safe transportation of cargo to and from aircraft,tsc,2024-12-16
ATP-CAO-4007-1.1,Air Transport,Cargo Operations,Import and Export Documentation Administration,Manage and execute documentation processes to facilitate the import and export of air cargo shipments,tsc,2024-12-16
ATP-CAO-3007-1.1,Air Transport,Cargo Operations,Import and Export Documentation Administration,Manage and execute documentation processes to facilitate the import and export of air cargo shipments,tsc,2024-12-16
ATP-CAO-2007-1.1,Air Transport,Cargo Operations,Import and Export Documentation Administration,Manage and execute documentation processes to facilitate the import and export of air cargo shipments,tsc,2024-12-16
ATP-CAO-1007-1.1,Air Transport,Cargo Operations,Import and Export Documentation Administration,Manage and execute documentation processes to facilitate the import and export of air cargo shipments,tsc,2024-12-16
ATP-CAO-4008-1.1,Air Transport,Cargo Operations,Unit Load Devices Operations,"Implement and develop standards for the handling, deployment and maintenance of Unit Load Devices (ULDs)",tsc,2024-12-16
ATP-CAO-3008-1.1,Air Transport,Cargo Operations,Unit Load Devices Operations,"Implement and develop standards for the handling, deployment and maintenance of Unit Load Devices (ULDs)",tsc,2024-12-16
ATP-CAO-1008-1.1,Air Transport,Cargo Operations,Unit Load Devices Operations,"Implement and develop standards for the handling, deployment and maintenance of Unit Load Devices (ULDs)",tsc,2024-12-16
ATP-CAO-2008-1.1,Air Transport,Cargo Operations,Unit Load Devices Operations,"Implement and develop standards for the handling, deployment and maintenance of Unit Load Devices (ULDs)",tsc,2024-12-16
ATP-CAO-5008-1.1,Air Transport,Cargo Operations,Unit Load Devices Operations,"Implement and develop standards for the handling, deployment and maintenance of Unit Load Devices (ULDs)",tsc,2024-12-16
ATP-CMG-3001-1.1,Air Transport,Commercial Management,Airline Distribution Channel Strategies,Develop and implement distribution channel strategies to increase market reach of airlines,tsc,2024-12-16
ATP-CMG-5001-1.1,Air Transport,Commercial Management,Airline Distribution Channel Strategies,Develop and implement distribution channel strategies to increase market reach of airlines,tsc,2024-12-16
ATP-CMG-4001-1.1,Air Transport,Commercial Management,Airline Distribution Channel Strategies,Develop and implement distribution channel strategies to increase market reach of airlines,tsc,2024-12-16
ATP-CMG-5002-1.1,Air Transport,Commercial Management,Airline Marketing,"Plan, develop and implement marketing concepts and campaigns for airlines to drive sales and build brand equity",tsc,2024-12-16
ATP-CMG-3002-1.1,Air Transport,Commercial Management,Airline Marketing,"Plan, develop and implement marketing concepts and campaigns for airlines to drive sales and build brand equity",tsc,2024-12-16
ATP-CMG-2002-1.1,Air Transport,Commercial Management,Airline Marketing,"Plan, develop and implement marketing concepts and campaigns for airlines to drive sales and build brand equity",tsc,2024-12-16
ATP-CMG-1002-1.1,Air Transport,Commercial Management,Airline Marketing,"Plan, develop and implement marketing concepts and campaigns for airlines to drive sales and build brand equity",tsc,2024-12-16
ATP-CMG-4002-1.1,Air Transport,Commercial Management,Airline Marketing,"Plan, develop and implement marketing concepts and campaigns for airlines to drive sales and build brand equity",tsc,2024-12-16
ATP-CMG-4003-1.1,Air Transport,Commercial Management,Airline Revenue Management,Develop and implement pricing strategies and revenue management models to maximise airlines revenues,tsc,2024-12-16
ATP-CMG-5003-1.1,Air Transport,Commercial Management,Airline Revenue Management,Develop and implement pricing strategies and revenue management models to maximise airlines revenues,tsc,2024-12-16
ATP-CMG-3003-1.1,Air Transport,Commercial Management,Airline Revenue Management,Develop and implement pricing strategies and revenue management models to maximise airlines revenues,tsc,2024-12-16
ATP-CMG-6003-1.1,Air Transport,Commercial Management,Airline Revenue Management,Develop and implement pricing strategies and revenue management models to maximise airlines revenues,tsc,2024-12-16
ATP-CMG-4004-1.1,Air Transport,Commercial Management,Airport and Airline Economics,Analyse factors affecting the performance of airports and/or airlines operations and recommend actions for improvements,tsc,2024-12-16
ATP-CMG-5004-1.1,Air Transport,Commercial Management,Airport and Airline Economics,Analyse factors affecting the performance of airports and/or airlines operations and recommend actions for improvements,tsc,2024-12-16
ATP-CMG-3004-1.1,Air Transport,Commercial Management,Airport and Airline Economics,Analyse factors affecting the performance of airports and/or airlines operations and recommend actions for improvements,tsc,2024-12-16
ATP-CMG-3005-1.1,Air Transport,Commercial Management,Network Planning and Operations,"Establish profitable flight networks for airlines through optimising airline fleet deployment, adjusting frequency of schedules and identifying optimal departure and arrival times",tsc,2024-12-16
ATP-CMG-6005-1.1,Air Transport,Commercial Management,Network Planning and Operations,"Establish profitable flight networks for airlines through optimising airline fleet deployment, adjusting frequency of schedules and identifying optimal departure and arrival times",tsc,2024-12-16
ATP-CMG-4005-1.1,Air Transport,Commercial Management,Network Planning and Operations,"Establish profitable flight networks for airlines through optimising airline fleet deployment, adjusting frequency of schedules and identifying optimal departure and arrival times",tsc,2024-12-16
ATP-CMG-5005-1.1,Air Transport,Commercial Management,Network Planning and Operations,"Establish profitable flight networks for airlines through optimising airline fleet deployment, adjusting frequency of schedules and identifying optimal departure and arrival times",tsc,2024-12-16
ATP-CMG-5006-1.1,Air Transport,Commercial Management,Route Forecasting and Development,"Identify flight routes for airlines through the detailed study of airline performance, route profitability, competitors, revenue potential and future business strategies",tsc,2024-12-16
